sourceKey,sourceWave,sourceDecisionId,masterRootId,rootState,classification,applyAfter,blocks,autoResolves,professionalRoute,ownerAction,applyTarget,optionSelected
W24-OD-18,Wave 24,OD-18,OM-R10,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R09;OM-R11;OM-R12,regulated expansion stays closed until professional approval,LAWYER;REGULATORY,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R10 — Merchant sector, verification ve policy allowlist",NO
W24-OD-19,Wave 24,OD-19,OM-R10,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R09;OM-R11;OM-R12,regulated expansion stays closed until professional approval,LAWYER;REGULATORY,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R10 — Merchant sector, verification ve policy allowlist",NO
W24-OD-20,Wave 24,OD-20,OM-R18,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R04;OM-R05;OM-R14,NONE,LAWYER;KVKK,OWNER_SHOULD_WAIT_FOR_LAWYER,"OM-R18 — Terms, privacy, hesap yaşam döngüsü ve disclosure",NO
W24-OD-21,Wave 24,OD-21,OM-R18,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R04;OM-R05;OM-R14,NONE,LAWYER;KVKK,OWNER_SHOULD_WAIT_FOR_LAWYER,"OM-R18 — Terms, privacy, hesap yaşam döngüsü ve disclosure",NO
W24-OD-22,Wave 24,OD-22,OM-R18,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R04;OM-R05;OM-R14,NONE,LAWYER;KVKK,OWNER_SHOULD_WAIT_FOR_LAWYER,"OM-R18 — Terms, privacy, hesap yaşam döngüsü ve disclosure",NO
W24-OD-23,Wave 24,OD-23,OM-R14,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R31,NONE,LAWYER,OWNER_CAN_DECIDE_NOW,"OM-R14 — Lean Operations, support, staffing ve yetki",NO
W24-OD-24,Wave 24,OD-24,OM-R04,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R21;OM-R31,UI-R15 acceptance evidence detail; CI vendor choice,NONE,OWNER_CAN_DECIDE_NOW,"OM-R04 — Pilot platformu, exact artifact ve kabul kanıtı",NO
W26-PD-001,Wave 26,PD-001,OM-R01,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R15;OM-R31,NONE,NONE,OWNER_CAN_DECIDE_NOW,OM-R01 — Pilot başarı amacı,NO
W26-PD-002,Wave 26,PD-002,OM-R02,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R03;OM-R10;OM-R14;OM-R31,NONE,NONE,OWNER_CAN_DECIDE_NOW,OM-R02 — Esenler coğrafya ve yoğunluk eşiği,NO
W26-PD-003,Wave 26,PD-003,OM-R03,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R04;OM-R14,NONE,NONE,OWNER_CAN_DECIDE_NOW,"OM-R03 — Rollout, cohort ve dağıtım sırası",NO
W26-PD-004,Wave 26,PD-004,OM-R02,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R03;OM-R10;OM-R14;OM-R31,NONE,NONE,OWNER_CAN_DECIDE_NOW,OM-R02 — Esenler coğrafya ve yoğunluk eşiği,NO
W26-PD-005,Wave 26,PD-005,OM-R02,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R03;OM-R10;OM-R14;OM-R31,NONE,NONE,OWNER_CAN_DECIDE_NOW,OM-R02 — Esenler coğrafya ve yoğunluk eşiği,NO
W26-PD-006,Wave 26,PD-006,OM-R10,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R09;OM-R11;OM-R12,regulated expansion stays closed until professional approval,LAWYER;REGULATORY,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R10 — Merchant sector, verification ve policy allowlist",NO
W26-PD-007,Wave 26,PD-007,OM-R10,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R09;OM-R11;OM-R12,regulated expansion stays closed until professional approval,LAWYER;REGULATORY,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R10 — Merchant sector, verification ve policy allowlist",NO
W26-PD-008,Wave 26,PD-008,OM-R16,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R09;OM-R17,NONE,ACCOUNTANT,OWNER_CAN_DECIDE_NOW,OM-R16 — Merchant katılım teklifi ve ticari varsayım,NO
W26-PD-009,Wave 26,PD-009,OM-R16,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R09;OM-R17,NONE,ACCOUNTANT,OWNER_CAN_DECIDE_NOW,OM-R16 — Merchant katılım teklifi ve ticari varsayım,NO
W26-PD-010,Wave 26,PD-010,OM-R17,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R15,NONE,KVKK,OWNER_CAN_DECIDE_NOW,OM-R17 — Customer/merchant edinimi ve feedback yöntemi,NO
W26-PD-011,Wave 26,PD-011,OM-R11,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R13,packaging spike after operating model,NONE,OWNER_CAN_DECIDE_NOW,OM-R11 — Minimum Merchant App ve assisted operating model,NO
W26-PD-012,Wave 26,PD-012,OM-R10,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R09;OM-R11;OM-R12,regulated expansion stays closed until professional approval,LAWYER;REGULATORY,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R10 — Merchant sector, verification ve policy allowlist",NO
W26-PD-013,Wave 26,PD-013,OM-R11,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R13,packaging spike after operating model,NONE,OWNER_CAN_DECIDE_NOW,OM-R11 — Minimum Merchant App ve assisted operating model,NO
W26-PD-014,Wave 26,PD-014,OM-R08,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R12,NONE,REGULATORY,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R08 — Catalog intake, ölçü ve medya yayın sınırı",NO
W26-PD-015,Wave 26,PD-015,OM-R12,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R31,NONE,LAWYER,OWNER_CAN_DECIDE_NOW,"OM-R12 — Listing truth, freshness ve iletişim",NO
W26-PD-016,Wave 26,PD-016,OM-R13,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R25;OM-R26;OM-R31,verifier history depth after rollout scope,NONE,OWNER_CAN_DECIDE_NOW,"OM-R13 — QR rollout, exact-shop kanıtı ve merchant history",NO
W26-PD-017,Wave 26,PD-017,OM-R11,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R13,packaging spike after operating model,NONE,OWNER_CAN_DECIDE_NOW,OM-R11 — Minimum Merchant App ve assisted operating model,NO
W26-PD-018,Wave 26,PD-018,OM-R05,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R21;OM-R17,UI-R06 AuthGuard implementation copy after access rule,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R05 — Customer erişimi, konum, yerel geçmiş ve AuthGuard",NO
W26-PD-019,Wave 26,PD-019,OM-R05,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R21;OM-R17,UI-R06 AuthGuard implementation copy after access rule,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R05 — Customer erişimi, konum, yerel geçmiş ve AuthGuard",NO
W26-PD-020,Wave 26,PD-020,OM-R05,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R21;OM-R17,UI-R06 AuthGuard implementation copy after access rule,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R05 — Customer erişimi, konum, yerel geçmiş ve AuthGuard",NO
W26-PD-021,Wave 26,PD-021,OM-R04,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R21;OM-R31,UI-R15 acceptance evidence detail; CI vendor choice,NONE,OWNER_CAN_DECIDE_NOW,"OM-R04 — Pilot platformu, exact artifact ve kabul kanıtı",NO
W26-PD-022,Wave 26,PD-022,OM-R03,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R04;OM-R14,NONE,NONE,OWNER_CAN_DECIDE_NOW,"OM-R03 — Rollout, cohort ve dağıtım sırası",NO
W26-PD-023,Wave 26,PD-023,OM-R17,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R15,NONE,KVKK,OWNER_CAN_DECIDE_NOW,OM-R17 — Customer/merchant edinimi ve feedback yöntemi,NO
W26-PD-024,Wave 26,PD-024,OM-R17,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R15,NONE,KVKK,OWNER_CAN_DECIDE_NOW,OM-R17 — Customer/merchant edinimi ve feedback yöntemi,NO
W26-PD-025,Wave 26,PD-025,OM-R14,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R31,NONE,LAWYER,OWNER_CAN_DECIDE_NOW,"OM-R14 — Lean Operations, support, staffing ve yetki",NO
W26-PD-026,Wave 26,PD-026,OM-R14,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R31,NONE,LAWYER,OWNER_CAN_DECIDE_NOW,"OM-R14 — Lean Operations, support, staffing ve yetki",NO
W26-PD-027,Wave 26,PD-027,OM-R14,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R31,NONE,LAWYER,OWNER_CAN_DECIDE_NOW,"OM-R14 — Lean Operations, support, staffing ve yetki",NO
W26-PD-028,Wave 26,PD-028,OM-R15,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R31,dashboard shape after KPI set,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R15 — Pilot KPI, analytics, monitoring ve privacy sınırı",NO
W26-PD-029,Wave 26,PD-029,OM-R15,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R31,dashboard shape after KPI set,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R15 — Pilot KPI, analytics, monitoring ve privacy sınırı",NO
W26-PD-030,Wave 26,PD-030,OM-R15,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R31,dashboard shape after KPI set,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R15 — Pilot KPI, analytics, monitoring ve privacy sınırı",NO
W26-PD-031,Wave 26,PD-031,OM-R15,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R31,dashboard shape after KPI set,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R15 — Pilot KPI, analytics, monitoring ve privacy sınırı",NO
W26-PD-032,Wave 26,PD-032,OM-R16,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R09;OM-R17,NONE,ACCOUNTANT,OWNER_CAN_DECIDE_NOW,OM-R16 — Merchant katılım teklifi ve ticari varsayım,NO
W26-PD-033,Wave 26,PD-033,OM-R29,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,,pricing/attribution only if Ads enabled,LAWYER;KVKK,DEFERRED_POST_PILOT,"OM-R29 — Ads zamanı, nesnesi, ekonomiği ve privacy",NO
W26-PD-034,Wave 26,PD-034,OM-R30,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,,earning/redemption only if Reward enabled,LAWYER;ACCOUNTANT,DEFERRED_POST_PILOT,"OM-R30 — Reward zamanı, ekonomiği ve değer transferi",NO
W26-PD-035,Wave 26,PD-035,OM-R27,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R26,OM-R28,public surface after publication timing,LAWYER;KVKK,DEFERRED_POST_PILOT,OM-R27 — Public reputation kapsamı ve badge yayın zamanı,NO
W26-PD-036,Wave 26,PD-036,OM-R17,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R15,NONE,KVKK,OWNER_CAN_DECIDE_NOW,OM-R17 — Customer/merchant edinimi ve feedback yöntemi,NO
W26-PD-037,Wave 26,PD-037,OM-R18,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R04;OM-R05;OM-R14,NONE,LAWYER;KVKK,OWNER_SHOULD_WAIT_FOR_LAWYER,"OM-R18 — Terms, privacy, hesap yaşam döngüsü ve disclosure",NO
W26-PD-038,Wave 26,PD-038,OM-R18,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R04;OM-R05;OM-R14,NONE,LAWYER;KVKK,OWNER_SHOULD_WAIT_FOR_LAWYER,"OM-R18 — Terms, privacy, hesap yaşam döngüsü ve disclosure",NO
W26-PD-039,Wave 26,PD-039,OM-R10,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R09;OM-R11;OM-R12,regulated expansion stays closed until professional approval,LAWYER;REGULATORY,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R10 — Merchant sector, verification ve policy allowlist",NO
W26-PD-040,Wave 26,PD-040,OM-R31,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,,second-district gate after first-cell evidence,NONE,OWNER_CAN_DECIDE_NOW,OM-R31 — Pilot pause ve expansion ölçütleri,NO
W26-PD-041,Wave 26,PD-041,OM-R31,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,,second-district gate after first-cell evidence,NONE,OWNER_CAN_DECIDE_NOW,OM-R31 — Pilot pause ve expansion ölçütleri,NO
W26-PD-042,Wave 26,PD-042,OM-R31,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,,second-district gate after first-cell evidence,NONE,OWNER_CAN_DECIDE_NOW,OM-R31 — Pilot pause ve expansion ölçütleri,NO
W26-PD-043,Wave 26,PD-043,OM-R04,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R21;OM-R31,UI-R15 acceptance evidence detail; CI vendor choice,NONE,OWNER_CAN_DECIDE_NOW,"OM-R04 — Pilot platformu, exact artifact ve kabul kanıtı",NO
W26-PD-044,Wave 26,PD-044,OM-R03,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R04;OM-R14,NONE,NONE,OWNER_CAN_DECIDE_NOW,"OM-R03 — Rollout, cohort ve dağıtım sırası",NO
W26-PD-045,Wave 26,PD-045,OM-R31,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,,second-district gate after first-cell evidence,NONE,OWNER_CAN_DECIDE_NOW,OM-R31 — Pilot pause ve expansion ölçütleri,NO
W28-OD-01,Wave 28,OD-01,OM-R25,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R26,exact wording after question set,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R25 — Tek değerlendirme akışı, faz ve soru seti",NO
W28-OD-02,Wave 28,OD-02,OM-R25,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R26,exact wording after question set,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R25 — Tek değerlendirme akışı, faz ve soru seti",NO
W28-OD-03,Wave 28,OD-03,OM-R25,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R26,exact wording after question set,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R25 — Tek değerlendirme akışı, faz ve soru seti",NO
W28-OD-04,Wave 28,OD-04,OM-R25,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R26,exact wording after question set,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R25 — Tek değerlendirme akışı, faz ve soru seti",NO
W28-OD-05,Wave 28,OD-05,OM-R25,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R26,exact wording after question set,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R25 — Tek değerlendirme akışı, faz ve soru seti",NO
W28-OD-06,Wave 28,OD-06,OM-R26,PROPOSED_MASTER_QUEUE,NEW_ROOT,OM-R25;OM-R13,OM-R27,NONE,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,OM-R26 — Shop evaluation katkısı ve merchant feed projection,NO
W28-OD-07,Wave 28,OD-07,OM-R26,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R25;OM-R13,OM-R27,NONE,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,OM-R26 — Shop evaluation katkısı ve merchant feed projection,NO
W28-OD-08,Wave 28,OD-08,OM-R26,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R25;OM-R13,OM-R27,NONE,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,OM-R26 — Shop evaluation katkısı ve merchant feed projection,NO
W28-OD-09,Wave 28,OD-09,OM-R26,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R25;OM-R13,OM-R27,NONE,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,OM-R26 — Shop evaluation katkısı ve merchant feed projection,NO
W28-OD-10,Wave 28,OD-10,OM-R26,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R25;OM-R13,OM-R27,NONE,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,OM-R26 — Shop evaluation katkısı ve merchant feed projection,NO
W28-OD-11,Wave 28,OD-11,OM-R27,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R26,OM-R28,public surface after publication timing,LAWYER;KVKK,DEFERRED_POST_PILOT,OM-R27 — Public reputation kapsamı ve badge yayın zamanı,NO
W28-OD-12,Wave 28,OD-12,OM-R27,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R26,OM-R28,public surface after publication timing,LAWYER;KVKK,DEFERRED_POST_PILOT,OM-R27 — Public reputation kapsamı ve badge yayın zamanı,NO
W28-OD-13,Wave 28,OD-13,OM-R28,PROPOSED_MASTER_QUEUE,NEW_ROOT,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-14,Wave 28,OD-14,OM-R28,PROPOSED_MASTER_QUEUE,IMPLEMENTATION_DETAIL_NOT_OWNER_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,NO_OWNER_ACTION,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-15,Wave 28,OD-15,OM-R28,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-16,Wave 28,OD-16,OM-R28,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-17,Wave 28,OD-17,OM-R28,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-18,Wave 28,OD-18,OM-R27,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R26,OM-R28,public surface after publication timing,LAWYER;KVKK,DEFERRED_POST_PILOT,OM-R27 — Public reputation kapsamı ve badge yayın zamanı,NO
W28-OD-19,Wave 28,OD-19,OM-R28,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-20,Wave 28,OD-20,OM-R28,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-21,Wave 28,OD-21,OM-R28,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-22,Wave 28,OD-22,OM-R28,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-23,Wave 28,OD-23,OM-R28,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-24,Wave 28,OD-24,OM-R28,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-25,Wave 28,OD-25,OM-R28,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-26,Wave 28,OD-26,OM-R28,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-27,Wave 28,OD-27,OM-R28,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,OM-R27,,NONE,LAWYER;KVKK;TECHNICAL_ARCHITECT,DEFERRED_POST_PILOT,"OM-R28 — Reputation algoritması, composite ve Mahallenin Yıldızı",NO
W28-OD-28,Wave 28,OD-28,OM-R27,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R26,OM-R28,public surface after publication timing,LAWYER;KVKK,DEFERRED_POST_PILOT,OM-R27 — Public reputation kapsamı ve badge yayın zamanı,NO
W28-OD-29,Wave 28,OD-29,OM-R18,PROPOSED_MASTER_QUEUE,PROFESSIONAL_REVIEW_ONLY,MASTER_ROOT_OWNER_RESPONSE,OM-R04;OM-R05;OM-R14,NONE,LAWYER;KVKK,WAIT_FOR_PROFESSIONAL_INPUT,"OM-R18 — Terms, privacy, hesap yaşam döngüsü ve disclosure",NO
W28-OD-30,Wave 28,OD-30,OM-R27,PROPOSED_MASTER_QUEUE,DEFERRED_FUTURE_DECISION,OM-R26,OM-R28,public surface after publication timing,LAWYER;KVKK,DEFERRED_POST_PILOT,OM-R27 — Public reputation kapsamı ve badge yayın zamanı,NO
W29-UI-R01,Wave 29,UI-R01,OM-R19,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R20;OM-R21;OM-R22;OM-R23;OM-R24,fallback/status token roles,NONE,OWNER_CAN_DECIDE_NOW,OM-R19 — Customer UI palette rolleri,NO
W29-UI-R02,Wave 29,UI-R02,OM-R20,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R21,NONE,NONE,OWNER_CAN_DECIDE_NOW,OM-R20 — Pilot light/dark mode kapsamı,NO
W29-UI-R03,Wave 29,UI-R03,OM-R21,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R22;OM-R23;OM-R24,motion and icon implementation defaults,NONE,OWNER_CAN_DECIDE_NOW,OM-R21 — Kritik Customer ekran yönü,NO
W29-UI-R04,Wave 29,UI-R04,OM-R22,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,,NONE,NONE,OWNER_CAN_DECIDE_NOW,OM-R22 — Shop Details ana CTA hiyerarşisi,NO
W29-UI-R05,Wave 29,UI-R05,OM-R23,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R13,NONE,NONE,OWNER_CAN_DECIDE_NOW,OM-R23 — Cart V2 ürün anlamı,NO
W29-UI-R06,Wave 29,UI-R06,OM-R05,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R21;OM-R17,UI-R06 AuthGuard implementation copy after access rule,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R05 — Customer erişimi, konum, yerel geçmiş ve AuthGuard",NO
W29-UI-R07,Wave 29,UI-R07,OM-R24,PROPOSED_MASTER_QUEUE,NEW_ROOT,MASTER_ROOT_OWNER_RESPONSE,,NONE,NONE,OWNER_CAN_DECIDE_NOW,OM-R24 — Customer kart yoğunluğu,NO
W29-UI-R08,Wave 29,UI-R08,OM-R21,PROPOSED_MASTER_QUEUE,DEPENDENT_DECISION,MASTER_ROOT_OWNER_RESPONSE,OM-R22;OM-R23;OM-R24,motion and icon implementation defaults,NONE,OWNER_CAN_DECIDE_NOW,OM-R21 — Kritik Customer ekran yönü,NO
